Year,Material Code,Company,Material Name,Supplier Name,Manufacturer Name,PO Quantity,UOM,Net Price in USD,Historic Date,Latest Historic Net Price USD,Historic Supplier Name,Historic Manufacturer Name,Current Rate Total PO Value,Last Rate Total PO Value,Annual Net Saving in USD,% Age (Sav/Los),Mfg Status,Saving/Loss Impact
Jul-26,111000166,LAB,BENZYL ALCOHOL BP, MARTIN DOW SPECIALITIES,MERCK GERMANY.,50,L,24.52355268,17/06/2026 0:00,24.52355268, MARTIN DOW SPECIALITIES,MERCK GERMANY.,1226.177634,1226.177634,$0 ,0,Same Mfg,No Change
Jul-26,111000018,LAB,ANISE OIL BP, STANDARD MANUFACTURING C,STANDARD MANUFACTURING C,10,L,24.63588637,29/05/2026 0:00,24.63588637, STANDARD MANUFACTURING C,"STANDARD MANUFACTURING COMPANY, PAKISTAN.",246.3588637,246.3588637,$0 ,0,Same Mfg,No Change
Jul-26,111000168,LAB,BULGARIAN ROSE EF MS, STANDARD MANUFACTURING C,STANDARD MANUFACTURING C,100,L,26.59723121,29/05/2026 0:00,26.59723121, STANDARD MANUFACTURING C,"STANDARD MANUFACTURING COMPANY, PAKISTAN.",2659.723121,2659.723121,$0 ,0,Same Mfg,No Change
Jul-26,114000053,AHL,POTASSIUM SORBATE BP, UNITED CHEMICAL CORPORAT,JINNENG SCIENCE AND TECHNOLOGY CO. LTD,25,KG,2.660913341,12/06/2026 0:00,2.660913341, HAAMEEM,JINNENG SCIENCE AND TECHNOLOGY CO. LTD,66.52283351,66.52283351,$0 ,0,Same Mfg,No Change
Jul-26,114000044,AHL,MALTODEXTRIN BP, MEHRAN TRADERS,"ZHONGBAO CHEMICALS, CHINA",100,KG,1.402373247,01/07/2025 0:00,1.402373247, MEHRAN TRADERS,"ZHONGBAO CHEMICALS, CHINA",140.2373247,140.2373247,$0 ,0,Same Mfg,No Change
Jul-26,114000038,AHL,LIGHT LIQUID PARAFFIN BP, BROTHERS ENTERPRISES (PV,MICHANG,1020,KG,2.517080187,18/06/2026 0:00,2.517080187, BROTHERS ENTERPRISES (PV,MICHANG,2567.421791,2567.421791,$0 ,0,Same Mfg,No Change
Jul-26,114000101,AHL,HARD PARAFFIN, BIOINVENTIA,NIPPON SEIRO CO LTD,28,KG,2.876663071,18/06/2026 0:00,2.876663071, BIOINVENTIA,NIPPON SEIRO CO LTD,80.54656598,80.54656598,$0 ,0,Same Mfg,No Change
Jul-26,114000079,AHL,POLYSORBATE 80(TWEEN 80)USP/NF/BP, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,50,KG,5.843221863,18/06/2026 0:00,5.843221863, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,292.1610931,292.1610931,$0 ,0,Same Mfg,No Change
Jul-26,114000085,AHL,CETOMACROGOL 1000 BP 98, A.M.YOUSUF & CO.,"CRODA CHEMICALS, SINGAPORE.",750,KG,10.78748652,18/06/2026 0:00,10.78748652, A.M.YOUSUF & CO.,"CRODA CHEMICALS, SINGAPORE.",8090.614887,8090.614887,$0 ,0,Same Mfg,No Change
Jul-26,114000143,AHL,ALOE VERA GEL, N.F.K. ASSOCIATES,"HERBAL EXTRACT CO, KARACHI",25,KG,14.29341963,07/01/2026 0:00,14.29341963, N.F.K. ASSOCIATES,"HERBAL EXTRACT CO, KARACHI",357.3354908,357.3354908,$0 ,0,Same Mfg,No Change
Jul-26,114000061,AHL,XANTHAN GUM BP/USP, BROTHERS ENTERPRISES (PV,"JUNG BUNZLAVER, AUSTRIA.",25,KG,19.39230493,01/11/2024 0:00,19.39230493, BROTHERS ENTERPRISES (PV,"JUNG BUNZLAVER, AUSTRIA.",484.8076232,484.8076232,$0 ,0,Same Mfg,No Change
Jul-26,114000152,AHL,IVY LEAF POWDER EXTRACT, HERBION PAKISTAN (PVT) L,HERBION PAKISTAN PVT) LTD,80,KG,50.34160374,29/12/2025 0:00,50.34160374, HERBION PAKISTAN (PVT) L,HERBION PAKISTAN PVT) LTD,4027.328299,4027.328299,$0 ,0,Same Mfg,No Change
Jul-26,114000142,AHL,ALLANTOIN, INTERNATIONAL TRADING CO,ZHONGSHANG CHEMICAL CO. LTD.,25,KG,7.191657677,27/02/2026 0:00,7.191657677, INTERNATIONAL TRADING CO,ZHONGSHANG CHEMICAL CO. LTD.,179.7914419,179.7914419,$0 ,0,Same Mfg,No Change
Jul-26,111000024,LAB,WHITE SOFT PARAFFIN BP, BIOINVENTIA,ROSE POLYMER IRAN.,31675,KG,2.157497303,12/06/2026 0:00,2.157497303, BIOINVENTIA,ROSE POLYMER IRAN.,68338.72708,68338.72708,$0 ,0,Same Mfg,No Change
Aug-26,111000007,LAB,LIQUID GLUCOSE USP/NF, RAFHAN MAIZE PRODUCTS CO,RAFHAN MAIZE PRODUCTS CO,15600,KG,0.780942107,16/04/2026 0:00,0.780942107, RAFHAN MAIZE PRODUCTS CO,"RAFHAN MAIZE PRODUCTS, PAKISTAN",12182.69687,12182.69687,$0 ,0,Same Mfg,No Change
Aug-26,111000007,LAB,LIQUID GLUCOSE USP/NF, RAFHAN MAIZE PRODUCTS CO,RAFHAN MAIZE PRODUCTS CO,22800,KG,0.780942107,16/04/2026 0:00,0.780942107, RAFHAN MAIZE PRODUCTS CO,"RAFHAN MAIZE PRODUCTS, PAKISTAN",17805.48004,17805.48004,$0 ,0,Same Mfg,No Change
Aug-26,111000157,LAB,STEARYL ALCOHOL BP, A.M.YOUSUF & CO.,Edenor Technology,120,KG,2.876663071,17/02/2026 0:00,2.876663071, A.M.YOUSUF & CO.,Edenor Technology,345.1995685,345.1995685,$0 ,0,Same Mfg,No Change
Aug-26,111000093,LAB,GLYCERYL MONOSTEARATE USP/NF, A.M.YOUSUF & CO.,"OLEOFINE ORGANICS SDN. BHD, MALAYSIA",1500,KG,3.056454513,18/06/2026 0:00,3.056454513, A.M.YOUSUF & CO.,"OLEOFINE ORGANICS SDN. BHD, MALAYSIA",4584.681769,4584.681769,$0 ,0,Same Mfg,No Change
Jul-26,111000093,LAB,GLYCERYL MONOSTEARATE USP/NF, A.M.YOUSUF & CO.,"OLEOFINE ORGANICS SDN. BHD, MALAYSIA",1000,KG,3.056454513,18/06/2026 0:00,3.056454513, A.M.YOUSUF & CO.,"OLEOFINE ORGANICS SDN. BHD, MALAYSIA",3056.454513,3056.454513,$0 ,0,Same Mfg,No Change
Aug-26,111000100,LAB,ISOPROPYL MYRISTATE BP, SABCON CHEMICALS,SURIACHEM SDN BHD,700,KG,5.753326142,12/06/2026 0:00,5.753326142, SABCON CHEMICALS,SURIACHEM SDN BHD,4027.328299,4027.328299,$0 ,0,Same Mfg,No Change
Aug-26,111000100,LAB,ISOPROPYL MYRISTATE BP, SABCON CHEMICALS,SURIACHEM SDN BHD,2100,KG,5.753326142,12/06/2026 0:00,5.753326142, SABCON CHEMICALS,SURIACHEM SDN BHD,12081.9849,12081.9849,$0 ,0,Same Mfg,No Change
Aug-26,111000195,LAB,FORMALDEHYDE SOLUTION 37% USP, MUSAJI ADAM & SONS,SCHARLAB S.L.,100,KG,10.78748652,15/01/2026 0:00,10.78748652, MUSAJI ADAM & SONS,SCHARLAB S.L.,1078.748652,1078.748652,$0 ,0,Same Mfg,No Change
Jul-26,111000195,LAB,FORMALDEHYDE SOLUTION 37% USP, MUSAJI ADAM & SONS,SCHARLAB S.L.,100,KG,10.78748652,15/01/2026 0:00,10.78748652, MUSAJI ADAM & SONS,SCHARLAB S.L.,1078.748652,1078.748652,$0 ,0,Same Mfg,No Change
Aug-26,111000138,LAB,POLYQUARTERNIUM 44(POLYQ 44), COSMATEC,O-BASF,240,KG,11.96116505,11/06/2026 0:00,11.96116505, COSMATEC,O-BASF,2870.679612,2870.679612,$0 ,0,Same Mfg,No Change
Aug-26,111000156,LAB,ANHYDROUS SODIUM SULPHITE BP, MARTIN DOW SPECIALITIES,MERCK GERMANY.,25,KG,15.10248112,09/04/2026 0:00,15.10248112, MARTIN DOW SPECIALITIES,MERCK GERMANY.,377.562028,377.562028,$0 ,0,Same Mfg,No Change
Aug-26,111000061,LAB,BUTYLATED HYDROXYTOLUENE BP, MARTIN DOW SPECIALITIES,MERCK GERMANY.,20,KG,84.57389428,16/04/2026 0:00,84.57389428, MARTIN DOW SPECIALITIES,MERCK GERMANY.,1691.477886,1691.477886,$0 ,0,Same Mfg,No Change
Jul-26,111000061,LAB,BUTYLATED HYDROXYTOLUENE BP, MARTIN DOW SPECIALITIES,MERCK GERMANY.,20,KG,84.57389428,16/04/2026 0:00,84.57389428, MARTIN DOW SPECIALITIES,MERCK GERMANY.,1691.477886,1691.477886,$0 ,0,Same Mfg,No Change
Aug-26,111000081,LAB,DISODIUM EDETATE BP, S.S. SCIENTIFIC SYSTEM,"SIGMA ALDRICH, GERMANY",100,KG,26.41136282,18/06/2026 0:00,26.41136282, S.S. SCIENTIFIC SYSTEM,"SIGMA ALDRICH, GERMANY",2641.136282,2641.136282,$0 ,0,Same Mfg,No Change
Jul-26,111000161,LAB,SPRAY DRIED LACTOSE (SUPER TAB), TOSS ENTERPRISES,"DFE PHARMA, GERMANY (DMV Fonterra Excipients Gmbh& Co. Goch Germany)",500,KG,7.191657677,26/12/2025 0:00,7.191657677, TOSS ENTERPRISES,"DFE PHARMA, GERMANY (DMV Fonterra Excipients Gmbh& Co. Goch Germany)",3595.828839,3595.828839,$0 ,0,Same Mfg,No Change
Jul-26,111000099,LAB,ISOPROPYL ALCOHOL BP, MARS CHEMICALS (PRIVATE),LCY CHEMICAL (LEE CHANG YUNG TAIWAN.),10000,KG,1.776339446,12/06/2026 0:00,1.776339446, MARS CHEMICALS (PRIVATE),LCY CHEMICAL (LEE CHANG YUNG TAIWAN.),17763.39446,17763.39446,$0 ,0,Same Mfg,No Change
Jul-26,111000155,LAB,SULFUR BP, CHEM TECH PAKISTAN,MERCK GERMANY,500,KG,17.25997843,12/06/2026 0:00,17.25997843, CHEM TECH PAKISTAN,MERCK GERMANY,8629.989213,8629.989213,$0 ,0,Same Mfg,No Change
Jul-26,111000197,LAB,GLYCINE BP, MARTIN DOW SPECIALITIES,MERCK,10,KG,68.32074793,12/06/2026 0:00,68.32074793, MARTIN DOW MARKER SPECIA,MERCK,683.2074793,683.2074793,$0 ,0,Same Mfg,No Change
Jul-26,111000079,LAB,DEXTROSE MONOHYDRATE USP, RAFHAN MAIZE PRODUCTS CO,RAFHAN MAIZE PRODUCTS CO,75,KG,1.016900396,16/04/2026 0:00,1.016900396, RAFHAN MAIZE PRODUCTS CO,RAFHAN MAIZE PRODUCTS CO LTD,76.26752967,76.26752967,$0 ,0,Same Mfg,No Change
Jul-26,111000092,LAB,GLYCEROL BP, KOHINOOR SOAP & DETERGEN,KOHINOOR SOAP & DETERGEN,16000,KG,1.258540093,29/05/2026 0:00,1.258540093, KOHINOOR SOAP & DETERGEN,KOHINOOR SOAP & DETERGENT PVT LTD,20136.6415,20136.6415,$0 ,0,Same Mfg,No Change
Jul-26,111000056,LAB,POLYSORBATE 80(TWEEN 80)USP/NF/BP, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,400,KG,5.843221863,12/06/2026 0:00,5.843221863, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,2337.288745,2337.288745,$0 ,0,Same Mfg,No Change
Jul-26,111000033,LAB,POLYSORBATE 20 (TWEEN 20), A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,400,KG,5.933117584,17/06/2026 0:00,5.933117584, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,2373.247033,2373.247033,$0 ,0,Same Mfg,No Change
Jul-26,111000033,LAB,POLYSORBATE 20 (TWEEN 20), A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,600,KG,5.933117584,17/06/2026 0:00,5.933117584, A.M.YOUSUF & CO.,CRODA SINGAPORE PTE LTD,3559.87055,3559.87055,$0 ,0,Same Mfg,No Change
Jul-26,111000038,LAB,CARBOXYMETHYLCELULOSE SODIUM MED VISC GR, MEHRAN TRADERS,DAICEL CHEMICALS JAPAN.,75,KG,9.528946422,12/06/2026 0:00,9.528946422, MEHRAN TRADERS,DAICEL CHEMICALS JAPAN.,714.6709817,714.6709817,$0 ,0,Same Mfg,No Change
Jul-26,111000000,LAB,COLLOIDAL SILICON DIOXIDE USP/NF, BROTHERS ENTERPRISES (PV,EVONIC INDUSTRIES,400,KG,10.40273283,18/06/2026 0:00,10.40273283, BROTHERS ENTERPRISES (PV,EVONIC INDUSTRIES,4161.093132,4161.093132,$0 ,0,Same Mfg,No Change
Jul-26,111000067,LAB,CETOMACROGOL 1000 BP 98, A.M.YOUSUF & CO.,"CRODA CHEMICALS, SINGAPORE.",2000,KG,10.78748652,18/06/2026 0:00,10.78748652, A.M.YOUSUF & CO.,"CRODA CHEMICALS, SINGAPORE.",21574.97303,21574.97303,$0 ,0,Same Mfg,No Change
Jul-26,111000148,LAB,SODIUM HYDROXIDE BP, J.K. ENTERPRISES,HONEYWELL SPECIALITY CHEMICALS SEELZE GMBH,50,KG,12.58540093,18/06/2026 0:00,12.58540093, J.K. ENTERPRISES,HONEYWELL SPECIALITY CHEMICALS SEELZE GMBH,629.2700467,629.2700467,$0 ,0,Same Mfg,No Change
Jul-26,111000163,LAB,TRIBASIC SODIUM PHOSPHATE DODECAHYDRATE, S.S. SCIENTIFIC SYSTEM,SIGMA ALDRICH,2,KG,28.76663071,16/05/2025 0:00,28.76663071, S.S. SCIENTIFIC SYSTEM,SIGMA ALDRICH,57.53326142,57.53326142,$0 ,0,Same Mfg,No Change
Jul-26,111000086,LAB,ERYTHROSINE RED LAKE (CI 45430:1) MS, MOBIN BASHIR,"NEELIKON FOOD DYES & CHEMICAL, INDIA",75,KG,78.62279755,12/06/2026 0:00,78.62279755, MOBIN BASHIR,"NEELIKON FOOD DYES & CHEMICAL, INDIA",5896.709817,5896.709817,$0 ,0,Same Mfg,No Change
Jul-26,111000044,LAB,SUCROSE BP, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,20000,KG,0.622078389,24/03/2026 0:00,0.622078389, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,12441.56778,12441.56778,$0 ,0,Same Mfg,No Change
Jul-26,111000044,LAB,SUCROSE BP, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,20000,KG,0.622078389,24/03/2026 0:00,0.622078389, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,12441.56778,12441.56778,$0 ,0,Same Mfg,No Change
Jul-26,111000044,LAB,SUCROSE BP, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,20000,KG,0.622078389,24/03/2026 0:00,0.622078389, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,12441.56778,12441.56778,$0 ,0,Same Mfg,No Change
Jul-26,111000044,LAB,SUCROSE BP, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,20000,KG,0.622078389,24/03/2026 0:00,0.622078389, HABIB SUGAR MILLS LIMITE,HABIB SUGAR MILLS LTD,12441.56778,12441.56778,$0 ,0,Same Mfg,No Change
Jul-26,111000028,LAB,PROPYLENE GLYCOL BP, BROTHERS ENTERPRISES (PV,DOW CHEMICAL PACIFIC PVT LTD,8200,KG,4.160373966,13/05/2026 0:00,4.160373966, BROTHERS ENTERPRISES (PV,DOW CHEMICAL PACIFIC PVT LTD,34115.06652,34115.06652,$0 ,0,Same Mfg,No Change
Aug-26,111000107,LAB,OPADRY II YELLOW (85G32558), COLORCON LIMITED.,COLORCON LIMITED.,25,KG,63.97,18/02/2026 0:00,63.97, COLORCON LIMITED.,"COLORCON LIMITED,UK",1599.25,1599.25,$0 ,0,Diff Mfg,No Change
Aug-26,111000253,LAB,POLYMYXIN B SULPHATE BP, TAIZHOU BONA CHEMICAL CO,TAIZHOU BONA CHEMICAL CO,10000,G,1.35,02/06/2026 0:00,1.35, TAIZHOU BONA CHEMICAL CO,"HANGZHOU ZHONGMEI HUADONG PHARMACEUTICAL CO., LTD.",13500,13500,$0 ,0,Diff Mfg,No Change
Aug-26,111000014,LAB,MANNITOL BP, QINGDAO BRIGHT MOON SEAW,QINGDAO BRIGHT MOON SEAW,2000,KG,2.8,26/12/2025 0:00,2.8, QINGDAO BRIGHT MOON SEAW,QINGDAO BRIGHT.,5600,5600,$0 ,0,Diff Mfg,No Change
Aug-26,114000028,AHL,LEMON FLAVOR SC736612, ALLIED AXIOM CHEMICAL (P,ALLIED AXIOM CHEMICAL (P,40,KG,12.58540093,15/06/2026 0:00,12.58540093, ALLIED AXIOM CHEMICAL (P,ALLIED AXION CHEMICAL (PVT) LTD,503.4160374,503.4160374,$0 ,0,Diff Mfg,No Change
Aug-26,111000131,LAB,OIL OF SWEET ORANGE 3720 MS, STANDARD MANUFACTURING C,STANDARD MANUFACTURING C,60,L,21.51553398,29/05/2026 0:00,21.51553398, STANDARD MANUFACTURING C,S.M.C PAKISTAN,1290.932039,1290.932039,$0 ,0,Diff Mfg,No Change
Aug-26,111000030,LAB,PERFUME APPLE MS, STANDARD MANUFACTURING C,STANDARD MANUFACTURING C,150,KG,14.8587918,29/05/2026 0:00,14.8587918, STANDARD MANUFACTURING C,S.M.C PAKISTAN,2228.81877,2228.81877,$0 ,0,Diff Mfg,No Change
Jul-26,111000337,LAB,"HG CAPSULES SZ=2,CAPS ORCHID BODY(WHITE)"," LONZA (THAILAND) CO., LT",SUZHOU CAPSUGEL LTD,11854,HND,0.02,12/02/2025 0:00,0.195," LONZA (THAILAND) CO., LT",SUZHOU CAPSUGEL LTD,237.08,2311.53,"$2,074 ",89.74358974,Same Mfg,Positive
Aug-26,111000362,LAB,IVABRADINE HCL MS, SHANDONG ZHIYE IMPORT AN,ZHEJIANG LIAOYUAN PHARMACEUTICAL CO LTD,2000,G,2.5,14/01/2026 0:00,2.49, SHANDONG ZHIYE IMPORT AN,ZHEJIANG LIAOYUAN PHARMACEUTICAL CO LTD,5000,4980,($20),-0.401606426,Same Mfg,Negative
Jul-26,111000362,LAB,IVABRADINE HCL MS, BEIJING HUANUO BOKANG IM,Fuxin Long Rui Pharmaceutical Ltd,2000,G,2.5,14/01/2026 0:00,2.49, SHANDONG ZHIYE IMPORT AN,ZHEJIANG LIAOYUAN PHARMACEUTICAL CO LTD,5000,4980,($20),-0.401606426,Diff Mfg,Negative
Aug-26,111000359,LAB,IPRATROPIUM BROMIDE BP, AARTI PHARMALABS LIMITED,AARTI PHARMALABS LIMITED,3125,G,2.9,02/06/2026 0:00,3, AARTI PHARMALABS LIMITED,AARTI PHARMALABS LIMITED,9062.5,9375,$313 ,3.333333333,Same Mfg,Positive
Jul-26,111000242,LAB,NOREPINEPHRINE BITARTRATE USP, SHAOXING HANTAI PHARMACE,WUHAN WUYAO PHARMACEUTICAL CO. LTD.,3300,G,2.65,16/09/2025 0:00,2.8, SHAOXING HANTAI PHARMACE,WUHAN WUYAO PHARMACEUTICAL CO. LTD.,8745,9240,$495 ,5.357142857,Same Mfg,Positive
